Nome,Tipo,Sub-Tipo,Local,Imagem,Descrição,Interconexão 1,Interconexão 2,Interconexão 3,Interconexão 4,Interconexão 5,Interconexão 6,Interconexão 7,Interconexão 8,Interconexão 9,Interconexão 10,Interconexão 11,Interconexão 12,Interconexão 13,Interconexão 14,Interconexão 15
Barão do Rio Branco,Personagem,,,https://upload.wikimedia.org/wikipedia/commons/9/9d/Barao_do_rio_branco_00.jpg,"José Maria da Silva Paranhos Júnior, Barão do Rio Branco (Rio de Janeiro, 20 de abril de 1845 — Rio de Janeiro, 10 de fevereiro de 1912), foi um advogado, diplomata, geógrafo e historiador brasileiro. Bacharel em Direito pela Faculdade de Direito do Recife, o Barão do Rio Branco ingressou nos estudos jurídicos ainda em 1862, na Faculdade de Direito de São Paulo, porém transferiu-se no último ano para a instituição pernambucana. Filho de José Maria da Silva Paranhos, Visconde do Rio Branco, Rio Branco é o patrono da diplomacia brasileira e uma das figuras mais importantes da história do Brasil.",Marco Zero,Avenida Rio Branco,,,,,,,,,,,,,
Barbosa Lima Sobrinho,Personagem,,,http://adrianascheid.zumba.com/Zumba.jpg,"Duis fringilla nibh ac turpis scelerisque, quis pharetra dolor maximus. Aliquam erat volutpat. Morbi sed neque nisi. Interdum et malesuada fames ac ante ipsum primis in faucibus. Donec felis est, eleifend sit amet sapien ultrices, consectetur pulvinar tortor. Donec rhoncus nibh vitae sollicitudin sollicitudin. Vivamus urna dolor, efficitur ut cursus id, viverra quis neque. Nulla non velit a lorem pretium placerat eu non purus.",Palácio do Campo das Princesas,Faculdade de Direito do Recife,Miguel Arraes,Agamenon Magalhães,Ponte Motocolombo,,,,,,,,,,
Barreto de Menezes,Personagem,,,http://adrianascheid.zumba.com/Zumba.jpg,"Duis fringilla nibh ac turpis scelerisque, quis pharetra dolor maximus. Aliquam erat volutpat. Morbi sed neque nisi. Interdum et malesuada fames ac ante ipsum primis in faucibus. Donec felis est, eleifend sit amet sapien ultrices, consectetur pulvinar tortor. Donec rhoncus nibh vitae sollicitudin sollicitudin. Vivamus urna dolor, efficitur ut cursus id, viverra quis neque. Nulla non velit a lorem pretium placerat eu non purus.",Rua do Bom Jesus,Arsenal da Marinha,Invasão Holandesa,Cruzeiro do Forte,,,,,,,,,,,
Barão de Lucena,Personagem,,,http://adrianascheid.zumba.com/Zumba.jpg,"Duis fringilla nibh ac turpis scelerisque, quis pharetra dolor maximus. Aliquam erat volutpat. Morbi sed neque nisi. Interdum et malesuada fames ac ante ipsum primis in faucibus. Donec felis est, eleifend sit amet sapien ultrices, consectetur pulvinar tortor. Donec rhoncus nibh vitae sollicitudin sollicitudin. Vivamus urna dolor, efficitur ut cursus id, viverra quis neque. Nulla non velit a lorem pretium placerat eu non purus.",Hospital Barão de Lucena,Ponte da Boa Vista,Mercado de São José,Palácio do Campo das Princesas,,,,,,,,,,,
Batalha do Monte das Tabocas,Fato Histórico,Batalha,,http://adrianascheid.zumba.com/Zumba.jpg,"Duis fringilla nibh ac turpis scelerisque, quis pharetra dolor maximus. Aliquam erat volutpat. Morbi sed neque nisi. Interdum et malesuada fames ac ante ipsum primis in faucibus. Donec felis est, eleifend sit amet sapien ultrices, consectetur pulvinar tortor. Donec rhoncus nibh vitae sollicitudin sollicitudin. Vivamus urna dolor, efficitur ut cursus id, viverra quis neque. Nulla non velit a lorem pretium placerat eu non purus.",Invasão Holandesa,Batalha dos Guararapes,Dias Cardoso,Fernandes Vieira,,,,,,,,,,,
Batutas de São José,Local,Clube de Carnaval,Afogados,http://adrianascheid.zumba.com/Zumba.jpg,"Duis fringilla nibh ac turpis scelerisque, quis pharetra dolor maximus. Aliquam erat volutpat. Morbi sed neque nisi. Interdum et malesuada fames ac ante ipsum primis in faucibus. Donec felis est, eleifend sit amet sapien ultrices, consectetur pulvinar tortor. Donec rhoncus nibh vitae sollicitudin sollicitudin. Vivamus urna dolor, efficitur ut cursus id, viverra quis neque. Nulla non velit a lorem pretium placerat eu non purus.",Ponte Motocolombo,Batutas de São José,,,,,,,,,,,,,
Benção de São Felix,Fato Histórico,Evento Religoso,,http://adrianascheid.zumba.com/Zumba.jpg,"Duis fringilla nibh ac turpis scelerisque, quis pharetra dolor maximus. Aliquam erat volutpat. Morbi sed neque nisi. Interdum et malesuada fames ac ante ipsum primis in faucibus. Donec felis est, eleifend sit amet sapien ultrices, consectetur pulvinar tortor. Donec rhoncus nibh vitae sollicitudin sollicitudin. Vivamus urna dolor, efficitur ut cursus id, viverra quis neque. Nulla non velit a lorem pretium placerat eu non purus.",Igreja da Penha,,,,,,,,,,,,,,
Bernardo Vieira de Melo,Personagem,,,http://adrianascheid.zumba.com/Zumba.jpg,"Duis fringilla nibh ac turpis scelerisque, quis pharetra dolor maximus. Aliquam erat volutpat. Morbi sed neque nisi. Interdum et malesuada fames ac ante ipsum primis in faucibus. Donec felis est, eleifend sit amet sapien ultrices, consectetur pulvinar tortor. Donec rhoncus nibh vitae sollicitudin sollicitudin. Vivamus urna dolor, efficitur ut cursus id, viverra quis neque. Nulla non velit a lorem pretium placerat eu non purus.",Confederação do Equador,,,,,,,,,,,,,,
Bezerra Coutinho,Personagem,,,http://adrianascheid.zumba.com/Zumba.jpg,"Duis fringilla nibh ac turpis scelerisque, quis pharetra dolor maximus. Aliquam erat volutpat. Morbi sed neque nisi. Interdum et malesuada fames ac ante ipsum primis in faucibus. Donec felis est, eleifend sit amet sapien ultrices, consectetur pulvinar tortor. Donec rhoncus nibh vitae sollicitudin sollicitudin. Vivamus urna dolor, efficitur ut cursus id, viverra quis neque. Nulla non velit a lorem pretium placerat eu non purus.",UFPE,Faculdade de Medicina,,,,,,,,,,,,,
Biblioteca Pública do Estado de Pernambuco,Local,Biblioteca,Boa Viagem,http://adrianascheid.zumba.com/Zumba.jpg,"Duis fringilla nibh ac turpis scelerisque, quis pharetra dolor maximus. Aliquam erat volutpat. Morbi sed neque nisi. Interdum et malesuada fames ac ante ipsum primis in faucibus. Donec felis est, eleifend sit amet sapien ultrices, consectetur pulvinar tortor. Donec rhoncus nibh vitae sollicitudin sollicitudin. Vivamus urna dolor, efficitur ut cursus id, viverra quis neque. Nulla non velit a lorem pretium placerat eu non purus.",Parque 13 de Maio,Francisco do Rego Barros,,,,,,,,,,,,,
Borges da Fonsesca,Personagem,,,http://adrianascheid.zumba.com/Zumba.jpg,"Duis fringilla nibh ac turpis scelerisque, quis pharetra dolor maximus. Aliquam erat volutpat. Morbi sed neque nisi. Interdum et malesuada fames ac ante ipsum primis in faucibus. Donec felis est, eleifend sit amet sapien ultrices, consectetur pulvinar tortor. Donec rhoncus nibh vitae sollicitudin sollicitudin. Vivamus urna dolor, efficitur ut cursus id, viverra quis neque. Nulla non velit a lorem pretium placerat eu non purus.",Revolução Praieira,João Roma,Pedro Ivo,,,,,,,,,,,,
Brasilia Teimosa,Local,Bairro,Pina,http://adrianascheid.zumba.com/Zumba.jpg,"Duis fringilla nibh ac turpis scelerisque, quis pharetra dolor maximus. Aliquam erat volutpat. Morbi sed neque nisi. Interdum et malesuada fames ac ante ipsum primis in faucibus. Donec felis est, eleifend sit amet sapien ultrices, consectetur pulvinar tortor. Donec rhoncus nibh vitae sollicitudin sollicitudin. Vivamus urna dolor, efficitur ut cursus id, viverra quis neque. Nulla non velit a lorem pretium placerat eu non purus.",Maracatu Encanto do Pina,Banhistas do Pina,Cais José Estelita,,,,,,,,,,,,
Buarque de Macedo,Personagem,,,http://www.nhs.uk/Livewell/getting-started-guides/PublishingImages/T_1216_dancing_154388254_A.jpg,"Duis fringilla nibh ac turpis scelerisque, quis pharetra dolor maximus. Aliquam erat volutpat. Morbi sed neque nisi. Interdum et malesuada fames ac ante ipsum primis in faucibus. Donec felis est, eleifend sit amet sapien ultrices, consectetur pulvinar tortor. Donec rhoncus nibh vitae sollicitudin sollicitudin. Vivamus urna dolor, efficitur ut cursus id, viverra quis neque. Nulla non velit a lorem pretium placerat eu non purus.",Ponte Buarque de Macedo,,,,,,,,,,,,,,
Cabanga Iate Clube,Local,Clube,Cabanga,http://www.nhs.uk/Livewell/getting-started-guides/PublishingImages/T_1216_dancing_154388254_A.jpg,"Duis fringilla nibh ac turpis scelerisque, quis pharetra dolor maximus. Aliquam erat volutpat. Morbi sed neque nisi. Interdum et malesuada fames ac ante ipsum primis in faucibus. Donec felis est, eleifend sit amet sapien ultrices, consectetur pulvinar tortor. Donec rhoncus nibh vitae sollicitudin sollicitudin. Vivamus urna dolor, efficitur ut cursus id, viverra quis neque. Nulla non velit a lorem pretium placerat eu non purus.",Bacia do Pina,,,,,,,,,,,,,,
Caetano Pinto,Personagem,,,http://www.nhs.uk/Livewell/getting-started-guides/PublishingImages/T_1216_dancing_154388254_A.jpg,"Duis fringilla nibh ac turpis scelerisque, quis pharetra dolor maximus. Aliquam erat volutpat. Morbi sed neque nisi. Interdum et malesuada fames ac ante ipsum primis in faucibus. Donec felis est, eleifend sit amet sapien ultrices, consectetur pulvinar tortor. Donec rhoncus nibh vitae sollicitudin sollicitudin. Vivamus urna dolor, efficitur ut cursus id, viverra quis neque. Nulla non velit a lorem pretium placerat eu non purus.",Revolução de 1817,Forte do Brum,,,,,,,,,,,,,
Cais da Alfandega,Local,Cais ,Recife Antigo,http://www.nhs.uk/Livewell/getting-started-guides/PublishingImages/T_1216_dancing_154388254_A.jpg,"Duis fringilla nibh ac turpis scelerisque, quis pharetra dolor maximus. Aliquam erat volutpat. Morbi sed neque nisi. Interdum et malesuada fames ac ante ipsum primis in faucibus. Donec felis est, eleifend sit amet sapien ultrices, consectetur pulvinar tortor. Donec rhoncus nibh vitae sollicitudin sollicitudin. Vivamus urna dolor, efficitur ut cursus id, viverra quis neque. Nulla non velit a lorem pretium placerat eu non purus.",Cais José Estelita,Cais do Apolo,Cais Martins de Barros,Igreja da Madre de Deus,Cais do Apolo,Avenida da Madre de Deus,Ponte Buarque de Macedo,Cais da Lingueta,,,,,,,
Cais da Lingueta,Local,Cais ,Recife Antigo,http://www.nhs.uk/Livewell/getting-started-guides/PublishingImages/T_1216_dancing_154388254_A.jpg,"Duis fringilla nibh ac turpis scelerisque, quis pharetra dolor maximus. Aliquam erat volutpat. Morbi sed neque nisi. Interdum et malesuada fames ac ante ipsum primis in faucibus. Donec felis est, eleifend sit amet sapien ultrices, consectetur pulvinar tortor. Donec rhoncus nibh vitae sollicitudin sollicitudin. Vivamus urna dolor, efficitur ut cursus id, viverra quis neque. Nulla non velit a lorem pretium placerat eu non purus.",Cais da Alfandega,Cais José Estelita,Cais do Apolo,Cais Martins de Barros,Fortaleza do Buraco,Porto do Recife,Cruz do Patrão,Santos Dumont,,,,,,,
Cais do Apolo,Local,Cais ,Recife Antigo,http://www.nhs.uk/Livewell/getting-started-guides/PublishingImages/T_1216_dancing_154388254_A.jpg,"Duis fringilla nibh ac turpis scelerisque, quis pharetra dolor maximus. Aliquam erat volutpat. Morbi sed neque nisi. Interdum et malesuada fames ac ante ipsum primis in faucibus. Donec felis est, eleifend sit amet sapien ultrices, consectetur pulvinar tortor. Donec rhoncus nibh vitae sollicitudin sollicitudin. Vivamus urna dolor, efficitur ut cursus id, viverra quis neque. Nulla non velit a lorem pretium placerat eu non purus.",Cais da Alfandega,Cais José Estelita,Cais da Lingueta,Cais Martins de Barros,Prefeitura do Recife,Rua da Aurora,Praça Tiradentes,Teatro Hermilio Borba Filho,Rua da Aurora,,,,,,
Cais José Estelita,Local,Cais ,São José,http://www.nhs.uk/Livewell/getting-started-guides/PublishingImages/T_1216_dancing_154388254_A.jpg,"Duis fringilla nibh ac turpis scelerisque, quis pharetra dolor maximus. Aliquam erat volutpat. Morbi sed neque nisi. Interdum et malesuada fames ac ante ipsum primis in faucibus. Donec felis est, eleifend sit amet sapien ultrices, consectetur pulvinar tortor. Donec rhoncus nibh vitae sollicitudin sollicitudin. Vivamus urna dolor, efficitur ut cursus id, viverra quis neque. Nulla non velit a lorem pretium placerat eu non purus.",Cais da Alfandega,Cais José Estelita,Cais do Apolo,Cais Martins de Barros,Forte das Cinco Pontas,Bacia do Pina,Brasilia Teimosa,Gago Coutinho,Sacadura Cabral,,,,,,
Cais Martins de Barros,Local,Cais ,São José,http://www.nhs.uk/Livewell/getting-started-guides/PublishingImages/T_1216_dancing_154388254_A.jpg,"Duis fringilla nibh ac turpis scelerisque, quis pharetra dolor maximus. Aliquam erat volutpat. Morbi sed neque nisi. Interdum et malesuada fames ac ante ipsum primis in faucibus. Donec felis est, eleifend sit amet sapien ultrices, consectetur pulvinar tortor. Donec rhoncus nibh vitae sollicitudin sollicitudin. Vivamus urna dolor, efficitur ut cursus id, viverra quis neque. Nulla non velit a lorem pretium placerat eu non purus.",Cais da Alfandega,Cais José Estelita,Cais do Apolo,Cais da Lingueta,Martins de Barros,,,,,,,,,,
Calabar,Personagem,,,http://www.nhs.uk/Livewell/getting-started-guides/PublishingImages/T_1216_dancing_154388254_A.jpg,"Duis fringilla nibh ac turpis scelerisque, quis pharetra dolor maximus. Aliquam erat volutpat. Morbi sed neque nisi. Interdum et malesuada fames ac ante ipsum primis in faucibus. Donec felis est, eleifend sit amet sapien ultrices, consectetur pulvinar tortor. Donec rhoncus nibh vitae sollicitudin sollicitudin. Vivamus urna dolor, efficitur ut cursus id, viverra quis neque. Nulla non velit a lorem pretium placerat eu non purus.",Invasão Holandesa,Matias de Albuquerque,,,,,,,,,,,,,
Camelodromo,Local,Comércio,São José,http://www.nhs.uk/Livewell/getting-started-guides/PublishingImages/T_1216_dancing_154388254_A.jpg,"Duis fringilla nibh ac turpis scelerisque, quis pharetra dolor maximus. Aliquam erat volutpat. Morbi sed neque nisi. Interdum et malesuada fames ac ante ipsum primis in faucibus. Donec felis est, eleifend sit amet sapien ultrices, consectetur pulvinar tortor. Donec rhoncus nibh vitae sollicitudin sollicitudin. Vivamus urna dolor, efficitur ut cursus id, viverra quis neque. Nulla non velit a lorem pretium placerat eu non purus.",Jarbas Vasconcelos,Avenida Dantas Barreto,,,,,,,,,,,,,
Cangaço,Fato Histórico,Ambiente,,http://www.nhs.uk/Livewell/getting-started-guides/PublishingImages/T_1216_dancing_154388254_A.jpg,"Duis fringilla nibh ac turpis scelerisque, quis pharetra dolor maximus. Aliquam erat volutpat. Morbi sed neque nisi. Interdum et malesuada fames ac ante ipsum primis in faucibus. Donec felis est, eleifend sit amet sapien ultrices, consectetur pulvinar tortor. Donec rhoncus nibh vitae sollicitudin sollicitudin. Vivamus urna dolor, efficitur ut cursus id, viverra quis neque. Nulla non velit a lorem pretium placerat eu non purus.",Sergio Loreto,,,,,,,,,,,,,,
Capela Dourada,Local,Templo Religioso,Santo Antonio,http://www.nhs.uk/Livewell/getting-started-guides/PublishingImages/T_1216_dancing_154388254_A.jpg,"Duis fringilla nibh ac turpis scelerisque, quis pharetra dolor maximus. Aliquam erat volutpat. Morbi sed neque nisi. Interdum et malesuada fames ac ante ipsum primis in faucibus. Donec felis est, eleifend sit amet sapien ultrices, consectetur pulvinar tortor. Donec rhoncus nibh vitae sollicitudin sollicitudin. Vivamus urna dolor, efficitur ut cursus id, viverra quis neque. Nulla non velit a lorem pretium placerat eu non purus.",Rua do Imperador,Antonio Fernandes de Mattos,,,,,,,,,,,,,
Capitanias Hereditárias,Fato Histórico,Ambiente,,http://www.nhs.uk/Livewell/getting-started-guides/PublishingImages/T_1216_dancing_154388254_A.jpg,"Duis fringilla nibh ac turpis scelerisque, quis pharetra dolor maximus. Aliquam erat volutpat. Morbi sed neque nisi. Interdum et malesuada fames ac ante ipsum primis in faucibus. Donec felis est, eleifend sit amet sapien ultrices, consectetur pulvinar tortor. Donec rhoncus nibh vitae sollicitudin sollicitudin. Vivamus urna dolor, efficitur ut cursus id, viverra quis neque. Nulla non velit a lorem pretium placerat eu non purus.",Duarte Coelho Pereira,Jeronimo de Albuquerque,,,,,,,,,,,,,
Capitão Temudo,Personagem,,,http://www.nhs.uk/Livewell/getting-started-guides/PublishingImages/T_1216_dancing_154388254_A.jpg,"Duis fringilla nibh ac turpis scelerisque, quis pharetra dolor maximus. Aliquam erat volutpat. Morbi sed neque nisi. Interdum et malesuada fames ac ante ipsum primis in faucibus. Donec felis est, eleifend sit amet sapien ultrices, consectetur pulvinar tortor. Donec rhoncus nibh vitae sollicitudin sollicitudin. Vivamus urna dolor, efficitur ut cursus id, viverra quis neque. Nulla non velit a lorem pretium placerat eu non purus.",Viaduto Capitão Temudo,Invasão Holandesa,Viaduto Capitão Temudo,,,,,,,,,,,,
Capunga,Local,Bairro,Graças,http://www.nhs.uk/Livewell/getting-started-guides/PublishingImages/T_1216_dancing_154388254_A.jpg,"Duis fringilla nibh ac turpis scelerisque, quis pharetra dolor maximus. Aliquam erat volutpat. Morbi sed neque nisi. Interdum et malesuada fames ac ante ipsum primis in faucibus. Donec felis est, eleifend sit amet sapien ultrices, consectetur pulvinar tortor. Donec rhoncus nibh vitae sollicitudin sollicitudin. Vivamus urna dolor, efficitur ut cursus id, viverra quis neque. Nulla non velit a lorem pretium placerat eu non purus.",Ponte da Capunga,,,,,,,,,,,,,,
Carlos de Lima Cavalcanti,Personagem,,,http://www.nhs.uk/Livewell/getting-started-guides/PublishingImages/T_1216_dancing_154388254_A.jpg,"Duis fringilla nibh ac turpis scelerisque, quis pharetra dolor maximus. Aliquam erat volutpat. Morbi sed neque nisi. Interdum et malesuada fames ac ante ipsum primis in faucibus. Donec felis est, eleifend sit amet sapien ultrices, consectetur pulvinar tortor. Donec rhoncus nibh vitae sollicitudin sollicitudin. Vivamus urna dolor, efficitur ut cursus id, viverra quis neque. Nulla non velit a lorem pretium placerat eu non purus.",Agamenon Magalhães,Intentona Comunista,Estácio Coimbra,,,,,,,,,,,,
Carlos Pena Filho,Personagem,,,http://www.nhs.uk/Livewell/getting-started-guides/PublishingImages/T_1216_dancing_154388254_A.jpg,"Donec nec consequat lacus. Phasellus ac felis placerat, euismod est sit amet, tincidunt erat. Fusce eget faucibus nisi. Aenean maximus ligula sit amet felis semper, in viverra risus aliquet. Vestibulum in elit a erat efficitur imperdiet nec sit amet lorem. Nam cursus magna magna, ac porttitor risus auctor ac. Suspendisse lobortis, dui quis gravida tristique, odio purus accumsan purus, nec sodales ante nisi sed quam. Etiam eros turpis, placerat quis arcu sed, vulputate fermentum mauris. Praesent vitae rutrum turpis.",Avenida Guararapes,Savoy,,,,,,,,,,,,,
Carneiro Vilela,Personagem,,,http://www.nhs.uk/Livewell/getting-started-guides/PublishingImages/T_1216_dancing_154388254_A.jpg,"Donec nec consequat lacus. Phasellus ac felis placerat, euismod est sit amet, tincidunt erat. Fusce eget faucibus nisi. Aenean maximus ligula sit amet felis semper, in viverra risus aliquet. Vestibulum in elit a erat efficitur imperdiet nec sit amet lorem. Nam cursus magna magna, ac porttitor risus auctor ac. Suspendisse lobortis, dui quis gravida tristique, odio purus accumsan purus, nec sodales ante nisi sed quam. Etiam eros turpis, placerat quis arcu sed, vulputate fermentum mauris. Praesent vitae rutrum turpis.",Emparedada da Rua Nova,,,,,,,,,,,,,,
Casa da Cultura,Local,Museu,São José,http://www.nhs.uk/Livewell/getting-started-guides/PublishingImages/T_1216_dancing_154388254_A.jpg,"Donec nec consequat lacus. Phasellus ac felis placerat, euismod est sit amet, tincidunt erat. Fusce eget faucibus nisi. Aenean maximus ligula sit amet felis semper, in viverra risus aliquet. Vestibulum in elit a erat efficitur imperdiet nec sit amet lorem. Nam cursus magna magna, ac porttitor risus auctor ac. Suspendisse lobortis, dui quis gravida tristique, odio purus accumsan purus, nec sodales ante nisi sed quam. Etiam eros turpis, placerat quis arcu sed, vulputate fermentum mauris. Praesent vitae rutrum turpis.",Jose Malmede Alves Ferreira,Eraldo Gueiros,Gregório Bezerra,Antonio Silvino,João Dantas,Rua do Sol,,,,,,,,,
